@RepFitzpatrick Jenn from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/rsIAaXyHiu,361875690041253888
@franklautenberg Meaghan from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/Unjbe5HodS,361875611481935877
@RepJohnSarbanes Zoe from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/xtjWcucotU,361868566934462464
@SenatorMenendez @carlyalessand from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/FOA5H65tFh,361868437867360256
@SenatorMenendez @bridgetquinn25 from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/HcVB9Kaj1l,361865863781044224
@RepMcCarthyNY Kelly from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/kT8tyIrDvN,361859897240989696
@chuckschumer Solely from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/eNDYGB7aIU,361859848087932928
@RobWittman @tangyisawesome from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/u2xPnVS54I,361857444697231360
@SenatorMenendez Rebecca from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/ooTI6jg2V3,361857398505349120
@SenGillibrand Elisa from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/mmZ1gbtPRx,361852658363006976
@WhipHoyer Zoe from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/ubRlulJmJK,361851113185636352
@RepPeteKing @squirtttt from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/gyucULY2wG,361851076279930881
@SenatorCardin @palumbotalks from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/slj51nTwhD,361847711059820544
@SenBobCasey Francesco from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/tokGUvUGOP,361838076210851840
@SenBobCasey Harris from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/cCRtBwiKWP,361838039263227904
@RepSteveIsrael @lyssst from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/7v3FAbyJOn,361835528422838272
@WhipHoyer @tprlover from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/X21kvCiS1a,361831823824801792
@SenatorMenendez @l_doz from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/6IBviSvsQ6,361829549346025472
@SenToomey Maddy from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/Nf8d3C2nDg,361829464734326784
@SenKaineOffice @56secsofales from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/rt0Wt5qG1i,361827017559273472
@SenatorCardin Zoe from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/EmLZvVHXcA,361824398308671488
@SenGillibrand Remy from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/Fv8t8ewm3R,361822369922293761
@MarkWarner Chelsea from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/CiHqGQUtLw,361821030534238208
@franklautenberg @kgervasio from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/OrrH1pS9Da,361820985533542401
@senatorbarb Erica from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/OpoxPA4wqs,361665982604910594
@NydiaVelazquez @heyevon from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/EQIy9vWXkf,361665944596135936
@SenToomey Matt from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/eZMfES5HIX,361663392865476608
@CandiceMiller @lizzypowers from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/eXpKXYdeOj,361660937649922048
@JimGerlach Alex from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/sKNwl2DchN,361648179562835968
@RepWOLFPress @colehansen88 from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/0Eg6naqeAz,361639253085650944
@NydiaVelazquez @dee1020 from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/QDASVL9vfh,361636215465861121
@RepJonRunyan Abby from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/InwrasDoyj,361636179306770432
@SenGillibrand Joseph  from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/h0YJLkYoTm,361633697503518721
@SenBobCasey Erin from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/OoVIj5vKzb,361631555300511744
@SenGillibrand Lauren from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/gQNDswItBj,361631494164328448
@RepMaloney Katie from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/hUB4IomGKp,361628845327138816
@SenatorCardin Kendall from your district asks you to sponsor Safe Schools S403/S1088 #MostNights #SoundOff http://t.co/5qmy3lt8H1,361620574591676416
@RepMaloney @msginavalentina from your district asks you to sponsor Safe Schools HR1625/HR1199 #MostNights #SoundOff http://t.co/9WC4xC0dyO,361620529679048704
